location,Field_Date,Satellite_Date,Days Gaps,Satellite,Sensor,Scene_Cloud_Pct,Buffer_m,Water_Mask,valid_pixels,Target Variable(Chlorophyll-a),mean_B2,mean_B3,mean_B4,mean_B5,mean_B6,mean_B7,mean_B8,mean_B8A,mean_B11,mean_B12,med_B2,med_B3,med_B4,med_B5,med_B6,med_B7,med_B8,med_B8A,med_B11,med_B12,sd_B2,sd_B3,sd_B4,sd_B8,mean_NDCI,med_NDCI,mean_MNDWI,med_MNDWI,,B2/B3,B2/B4,B2/B5,B2/B6,B2/B7,B2/B8,B2/B8A,B2/B11,B2/B12,B3/B2,B3/B4,B3/B5,B3/B6,B3/B7,B3/B8,B3/B8A,B3/B11,B3/B12,B4/B2,B4/B3,B4/B5,B4/B6,B4/B7,B4/B8,B4/B8A,B4/B11,B4/B12,B5/B2,B5/B3,B5/B4,B5/B6,B5/B7,B5/B8,B5/B8A,B5/B11,B5/B12,B6/B2,B6/B3,B6/B4,B6/B5,B6/B7,B6/B8,B6/B8A,B6/B11,B6/B12,B7/B2,B7/B3,B7/B4,B7/B5,B7/B6,B7/B8,B7/B8A,B7/B11,B7/B12,B8/B2,B8/B3,B8/B4,B8/B5,B8/B6,B8/B7,B8/B8A,B8/B11,B8/B12,B8A/B2,B8A/B3,B8A/B4,B8A/B5,B8A/B6,B8A/B7,B8A/B8,B8A/B11,B8A/B12,B11/B2,B11/B3,B11/B4,B11/B5,B11/B6,B11/B7,B11/B8,B11/B8A,B11/B12,B12/B2,B12/B3,B12/B4,B12/B5,B12/B6,B12/B7,B12/B8,B12/B8A,B12/B11,(B2-B3)/(B2+B3),(B2-B4)/(B2+B4),(B2-B5)/(B2+B5),(B2-B6)/(B2+B6),(B2-B7)/(B2+B7),(B2-B8)/(B2+B8),(B2-B8A)/(B2+B8A),(B2-B11)/(B2+B11),(B2-B12)/(B2+B12),(B3-B4)/(B3+B4),(B3-B5)/(B3+B5),(B3-B6)/(B3+B6),(B3-B7)/(B3+B7),(B3-B8)/(B3+B8),(B3-B8A)/(B3+B8A),(B3-B11)/(B3+B11),(B3-B12)/(B3+B12),(B4-B5)/(B4+B5),(B4-B6)/(B4+B6),(B4-B7)/(B4+B7),(B4-B8)/(B4+B8),(B4-B8A)/(B4+B8A),(B4-B11)/(B4+B11),(B4-B12)/(B4+B12),(B5-B6)/(B5+B6),(B5-B7)/(B5+B7),(B5-B8)/(B5+B8),(B5-B8A)/(B5+B8A),(B5-B11)/(B5+B11),(B5-B12)/(B5+B12),(B6-B7)/(B6+B7),(B6-B8)/(B6+B8),(B6-B8A)/(B6+B8A),(B6-B11)/(B6+B11),(B6-B12)/(B6+B12),(B7-B8)/(B7+B8),(B7-B8A)/(B7+B8A),(B7-B11)/(B7+B11),(B7-B12)/(B7+B12),(B8-B8A)/(B8+B8A),(B8-B11)/(B8+B11),(B8-B12)/(B8+B12),(B8A-B11)/(B8A+B11),(B8A-B12)/(B8A+B12),(B11-B12)/(B11+B12),,,ALL COMBINATIONS vs Chl-a  —  Mean Bands S2  (2024 only),,,
5,2024-07-18 0:00:00,2024-07-19 0:00:00,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,30,14.25,0.026904729,0.034797811,0.021107031,0.028841706,0.014177645,0.016331083,0.013953564,0.010928319,0.004420629,0.00256865,0.0269,0.0347,0.021,0.0288,0.0142,0.016,0.0141,0.011,0.0044,0.0025,0.000849287,0.000843281,0.000589058,0.000571946,0.154865549,0.149700599,0.77452815,0.773195863,,0.7732,1.2747,0.9328,1.8977,1.6475,1.9282,2.4619,6.0862,10.4743,1.2934,1.6486,1.2065,2.4544,2.1308,2.4938,3.1842,7.8717,13.5471,0.7845,0.6066,0.7318,1.4888,1.2924,1.5127,1.9314,4.7747,8.2172,1.0720,0.8288,1.3665,2.0343,1.7661,2.0670,2.6392,6.5243,11.2284,0.5270,0.4074,0.6717,0.4916,0.8681,1.0161,1.2973,3.2072,5.5195,0.6070,0.4693,0.7737,0.5662,1.1519,1.1704,1.4944,3.6943,6.3578,0.5186,0.4010,0.6611,0.4838,0.9842,0.8544,1.2768,3.1565,5.4323,0.4062,0.3141,0.5178,0.3789,0.7708,0.6692,0.7832,2.4721,4.2545,0.1643,0.1270,0.2094,0.1533,0.3118,0.2707,0.3168,0.4045,1.7210,0.0955,0.0738,0.1217,0.0891,0.1812,0.1573,0.1841,0.2350,0.5811,-0.1279,0.1208,-0.0347,0.3098,0.2446,0.3170,0.4223,0.7178,0.8257,0.2449,0.0936,0.4210,0.3612,0.4276,0.5220,0.7746,0.8625,-0.1549,0.1964,0.1276,0.2040,0.3177,0.6537,0.7830,0.3409,0.2770,0.3479,0.4504,0.7342,0.8364,-0.0706,0.0080,0.1294,0.5246,0.6932,0.0785,0.1982,0.5740,0.7282,0.1216,0.5188,0.6891,0.4240,0.6194,0.2650,,,B4/B8A,0.0895,0.0080,? Very weak
6,2024-07-18 0:00:00,2024-07-19 0:00:00,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,27,9.51,0.025730657,0.039234868,0.020343754,0.025502695,0.017058703,0.018111763,0.016272052,0.0132605,0.004369666,0.002720536,0.0257,0.0389,0.0203,0.0253,0.0169,0.0183,0.0163,0.0132,0.0045,0.0026,0.000737828,0.00093145,0.000476642,0.000475086,0.112438914,0.113043478,0.799547004,0.792626739,,0.6558,1.2648,1.0089,1.5084,1.4207,1.5813,1.9404,5.8885,9.4579,1.5248,1.9286,1.5385,2.3000,2.1663,2.4112,2.9588,8.9789,14.4217,0.7906,0.5185,0.7977,1.1926,1.1232,1.2502,1.5342,4.6557,7.4778,0.9911,0.6500,1.2536,1.4950,1.4081,1.5673,1.9232,5.8363,9.3741,0.6630,0.4348,0.8385,0.6689,0.9419,1.0483,1.2864,3.9039,6.2703,0.7039,0.4616,0.8903,0.7102,1.0617,1.1131,1.3658,4.1449,6.6574,0.6324,0.4147,0.7999,0.6381,0.9539,0.8984,1.2271,3.7239,5.9812,0.5154,0.3380,0.6518,0.5200,0.7773,0.7321,0.8149,3.0347,4.8742,0.1698,0.1114,0.2148,0.1713,0.2562,0.2413,0.2685,0.3295,1.6062,0.1057,0.0693,0.1337,0.1067,0.1595,0.1502,0.1672,0.2052,0.6226,-0.2079,0.1169,0.0044,0.2027,0.1738,0.2252,0.3198,0.7097,0.8088,0.3171,0.2121,0.3939,0.3683,0.4137,0.4948,0.7996,0.8703,-0.1125,0.0878,0.0580,0.1112,0.2108,0.6464,0.7641,0.1984,0.1695,0.2210,0.3158,0.7074,0.8072,-0.0299,0.0236,0.1253,0.5922,0.7249,0.0535,0.1546,0.6113,0.7388,0.1020,0.5766,0.7135,0.5043,0.6595,0.2326,,,B4/B11,-0.0961,0.0092,? Very weak
7,2024-07-18 0:00:00,2024-07-19 0:00:00,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,27,14.14,0.024401123,0.031462456,0.017994877,0.024788968,0.013233446,0.013647958,0.012397895,0.009473179,0.003448814,0.002549614,0.0246,0.0316,0.0178,0.025,0.0131,0.0138,0.0124,0.0095,0.0035,0.0025,0.000869432,0.00072534,0.000482222,0.000307296,0.158775086,0.154394299,0.802449105,0.801699698,,0.7756,1.3560,0.9844,1.8439,1.7879,1.9682,2.5758,7.0752,9.5705,1.2894,1.7484,1.2692,2.3775,2.3053,2.5377,3.3212,9.1227,12.3401,0.7375,0.5719,0.7259,1.3598,1.3185,1.4514,1.8996,5.2177,7.0579,1.0159,0.7879,1.3776,1.8732,1.8163,1.9994,2.6168,7.1877,9.7226,0.5423,0.4206,0.7354,0.5338,0.9696,1.0674,1.3969,3.8371,5.1904,0.5593,0.4338,0.7584,0.5506,1.0313,1.1008,1.4407,3.9573,5.3530,0.5081,0.3941,0.6890,0.5001,0.9369,0.9084,1.3087,3.5948,4.8627,0.3882,0.3011,0.5264,0.3822,0.7159,0.6941,0.7641,2.7468,3.7155,0.1413,0.1096,0.1917,0.1391,0.2606,0.2527,0.2782,0.3641,1.3527,0.1045,0.0810,0.1417,0.1029,0.1927,0.1868,0.2056,0.2691,0.7393,-0.1264,0.1511,-0.0079,0.2967,0.2826,0.3262,0.4407,0.7523,0.8108,0.2723,0.1186,0.4078,0.3949,0.4347,0.5372,0.8024,0.8501,-0.1588,0.1525,0.1374,0.1842,0.3102,0.6783,0.7518,0.3039,0.2899,0.3332,0.4470,0.7557,0.8135,-0.0154,0.0326,0.1656,0.5865,0.6769,0.0480,0.1806,0.5966,0.6852,0.1337,0.5647,0.6589,0.4662,0.5759,0.1499,,,B4/B12,-0.0712,0.0051,? Very weak
8,2024-07-18 0:00:00,2024-07-19 0:00:00,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,28,15.21,0.025043331,0.032888964,0.019116821,0.026863493,0.016708481,0.017881424,0.015899087,0.014376678,0.006841168,0.00308829,0.025,0.0328,0.019,0.027,0.0164,0.018,0.0156,0.0145,0.0066,0.0034,0.001001956,0.000978415,0.000759464,0.000800319,0.168691827,0.169892473,0.655891495,0.658792675,,0.7615,1.3100,0.9322,1.4988,1.4005,1.5751,1.7419,3.6607,8.1091,1.3133,1.7204,1.2243,1.9684,1.8393,2.0686,2.2877,4.8075,10.6496,0.7633,0.5813,0.7116,1.1441,1.0691,1.2024,1.3297,2.7944,6.1901,1.0727,0.8168,1.4052,1.6078,1.5023,1.6896,1.8685,3.9267,8.6985,0.6672,0.5080,0.8740,0.6220,0.9344,1.0509,1.1622,2.4423,5.4103,0.7140,0.5437,0.9354,0.6656,1.0702,1.1247,1.2438,2.6138,5.7901,0.6349,0.4834,0.8317,0.5918,0.9516,0.8891,1.1059,2.3240,5.1482,0.5741,0.4371,0.7520,0.5352,0.8604,0.8040,0.9042,2.1015,4.6552,0.2732,0.2080,0.3579,0.2547,0.4094,0.3826,0.4303,0.4759,2.2152,0.1233,0.0939,0.1615,0.1150,0.1848,0.1727,0.1942,0.2148,0.4514,-0.1354,0.1342,-0.0351,0.1996,0.1668,0.2233,0.2706,0.5709,0.7804,0.2648,0.1008,0.3262,0.2956,0.3482,0.3917,0.6556,0.8283,-0.1685,0.0672,0.0334,0.0919,0.1415,0.4729,0.7218,0.2331,0.2007,0.2564,0.3028,0.5941,0.7938,-0.0339,0.0248,0.0750,0.4190,0.6880,0.0587,0.1086,0.4466,0.7055,0.0503,0.3983,0.6747,0.3551,0.6463,0.3780,,,B5/B2,0.6335,0.4013,? Moderate
9,2024-07-18 0:00:00,2024-07-19 0:00:00,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,29,13.7,0.026466456,0.033052022,0.019626383,0.025800744,0.016476903,0.017174642,0.015976299,0.012415459,0.006343274,0.003668408,0.0254,0.032,0.0185,0.026,0.0156,0.0171,0.0153,0.0118,0.0064,0.0035,0.00365069,0.003479644,0.002629138,0.003046083,0.138301198,0.14790287,0.676999231,0.676712334,,0.8008,1.3485,1.0258,1.6063,1.5410,1.6566,2.1317,4.1724,7.2147,1.2488,1.6841,1.2810,2.0060,1.9245,2.0688,2.6622,5.2106,9.0099,0.7416,0.5938,0.7607,1.1911,1.1428,1.2285,1.5808,3.0940,5.3501,0.9748,0.7806,1.3146,1.5659,1.5023,1.6149,2.0781,4.0674,7.0332,0.6226,0.4985,0.8395,0.6386,0.9594,1.0313,1.3271,2.5975,4.4916,0.6489,0.5196,0.8751,0.6657,1.0423,1.0750,1.3833,2.7075,4.6818,0.6036,0.4834,0.8140,0.6192,0.9696,0.9302,1.2868,2.5186,4.3551,0.4691,0.3756,0.6326,0.4812,0.7535,0.7229,0.7771,1.9573,3.3844,0.2397,0.1919,0.3232,0.2459,0.3850,0.3693,0.3970,0.5109,1.7292,0.1386,0.1110,0.1869,0.1422,0.2226,0.2136,0.2296,0.2955,0.5783,-0.1106,0.1484,0.0127,0.2326,0.2129,0.2472,0.3614,0.6133,0.7565,0.2549,0.1232,0.3347,0.3161,0.3483,0.4539,0.6780,0.8002,-0.1359,0.0872,0.0666,0.1025,0.2250,0.5115,0.6850,0.2205,0.2007,0.2352,0.3503,0.6053,0.7510,-0.0207,0.0154,0.1406,0.4441,0.6358,0.0361,0.1608,0.4606,0.6480,0.1254,0.4316,0.6265,0.3237,0.5438,0.2672,,,B5/B3,0.6575,0.4323,? Moderate
10,2024-07-18 0:00:00,2024-07-19 0:00:00,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,29,18.46,0.02782713,0.03332533,0.022305201,0.031976863,0.018157506,0.019833497,0.017286281,0.014727017,0.006300984,0.004050829,0.0279,0.0333,0.0222,0.032,0.018,0.02,0.0172,0.0151,0.0064,0.0041,0.000777737,0.000968346,0.000937906,0.000470585,0.178287874,0.182994455,0.681862991,0.679197967,,0.8350,1.2476,0.8702,1.5325,1.4030,1.6098,1.8895,4.4163,6.8695,1.1976,1.4941,1.0422,1.8353,1.6803,1.9278,2.2629,5.2889,8.2268,0.8016,0.6693,0.6975,1.2284,1.1246,1.2903,1.5146,3.5400,5.5063,1.1491,0.9595,1.4336,1.7611,1.6123,1.8498,2.1713,5.0749,7.8939,0.6525,0.5449,0.8140,0.5678,0.9155,1.0504,1.2329,2.8817,4.4824,0.7127,0.5951,0.8892,0.6202,1.0923,1.1474,1.3467,3.1477,4.8962,0.6212,0.5187,0.7750,0.5406,0.9520,0.8716,1.1738,2.7434,4.2673,0.5292,0.4419,0.6603,0.4606,0.8111,0.7425,0.8519,2.3373,3.6356,0.2264,0.1891,0.2825,0.1970,0.3470,0.3177,0.3645,0.4279,1.5555,0.1456,0.1216,0.1816,0.1267,0.2231,0.2042,0.2343,0.2751,0.6429,-0.0899,0.1101,-0.0694,0.2103,0.1677,0.2337,0.3078,0.6307,0.7459,0.1981,0.0206,0.2946,0.2538,0.3169,0.3870,0.6820,0.7832,-0.1782,0.1025,0.0587,0.1268,0.2046,0.5595,0.6926,0.2756,0.2344,0.2982,0.3693,0.6708,0.7751,-0.0441,0.0246,0.1043,0.4848,0.6352,0.0686,0.1478,0.5178,0.6608,0.0799,0.4657,0.6203,0.4007,0.5686,0.2174,,,B5/B4,0.7067,0.4994,? Strong
11,2024-07-18 0:00:00,2024-07-19 0:00:00,-1,Sentinel-2B,Sentinel-2,3.958743,30,SCL_class6_OR_MNDWI_gt_0,31,11.31,0.031020194,0.039987965,0.026980859,0.039888906,0.023698989,0.025358784,0.023243056,0.018483303,0.010128198,0.006863011,0.0308,0.0399,0.027,0.0401,0.0233,0.0255,0.0233,0.0185,0.01,0.0067,0.001412542,0.001305197,0.000819266,0.000679275,0.193143946,0.195906433,0.596069802,0.604989588,,0.7757,1.1497,0.7777,1.3089,1.2233,1.3346,1.6783,3.0628,4.5199,1.2891,1.4821,1.0025,1.6873,1.5769,1.7204,2.1635,3.9482,5.8266,0.8698,0.6747,0.6764,1.1385,1.0640,1.1608,1.4597,2.6639,3.9313,1.2859,0.9975,1.4784,1.6831,1.5730,1.7162,2.1581,3.9384,5.8122,0.7640,0.5927,0.8784,0.5941,0.9345,1.0196,1.2822,2.3399,3.4531,0.8175,0.6342,0.9399,0.6357,1.0700,1.0910,1.3720,2.5038,3.6950,0.7493,0.5813,0.8615,0.5827,0.9808,0.9166,1.2575,2.2949,3.3867,0.5958,0.4622,0.6851,0.4634,0.7799,0.7289,0.7952,1.8249,2.6932,0.3265,0.2533,0.3754,0.2539,0.4274,0.3994,0.4358,0.5480,1.4758,0.2212,0.1716,0.2544,0.1721,0.2896,0.2706,0.2953,0.3713,0.6776,-0.1263,0.0696,-0.1251,0.1338,0.1004,0.1433,0.2533,0.5077,0.6377,0.1942,0.0012,0.2558,0.2239,0.2648,0.3678,0.5958,0.7070,-0.1930,0.0648,0.0310,0.0744,0.1869,0.4541,0.5944,0.2546,0.2227,0.2637,0.3667,0.5950,0.7064,-0.0338,0.0097,0.1236,0.4012,0.5509,0.0435,0.1568,0.4292,0.5740,0.1141,0.3930,0.5441,0.2920,0.4585,0.1922,,,B5/B6,0.1832,0.0336,? Very weak
1,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,26,14.9,0.034311437,0.05275,0.027703663,0.037611591,0.024466713,0.026574797,0.021806974,0.021160385,0.010953971,0.007271765,0.0344,0.0526,0.0278,0.0377,0.0247,0.0266,0.0218,0.0212,0.0105,0.0071,0.00113224,0.000984322,0.00064332,0.000469499,0.151773639,0.151145038,0.656394304,0.66459626,,0.6505,1.2385,0.9123,1.4024,1.2911,1.5734,1.6215,3.1323,4.7184,1.5374,1.9041,1.4025,2.1560,1.9850,2.4190,2.4929,4.8156,7.2541,0.8074,0.5252,0.7366,1.1323,1.0425,1.2704,1.3092,2.5291,3.8098,1.0962,0.7130,1.3576,1.5373,1.4153,1.7248,1.7775,3.4336,5.1723,0.7131,0.4638,0.8832,0.6505,0.9207,1.1220,1.1563,2.2336,3.3646,0.7745,0.5038,0.9593,0.7066,1.0862,1.2186,1.2559,2.4260,3.6545,0.6356,0.4134,0.7872,0.5798,0.8913,0.8206,1.0306,1.9908,2.9989,0.6167,0.4011,0.7638,0.5626,0.8649,0.7963,0.9703,1.9318,2.9099,0.3193,0.2077,0.3954,0.2912,0.4477,0.4122,0.5023,0.5177,1.5064,0.2119,0.1379,0.2625,0.1933,0.2972,0.2736,0.3335,0.3436,0.6638,-0.2118,0.1066,-0.0459,0.1675,0.1271,0.2228,0.2371,0.5160,0.6503,0.3113,0.1675,0.3663,0.3300,0.4150,0.4274,0.6561,0.7577,-0.1517,0.0620,0.0208,0.1191,0.1339,0.4333,0.5842,0.2117,0.1719,0.2660,0.2799,0.5489,0.6760,-0.0413,0.0575,0.0725,0.3815,0.5418,0.0985,0.1134,0.4162,0.5703,0.0150,0.3313,0.4999,0.3178,0.4885,0.2020,,,B5/B7,0.1835,0.0337,? Very weak
2,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,29,17.2,0.033814288,0.051274442,0.026774989,0.037143523,0.022503186,0.02415266,0.019792154,0.017813502,0.008265025,0.005532042,0.0339,0.0512,0.0268,0.0371,0.0223,0.024,0.0197,0.0178,0.0082,0.0055,0.001054349,0.00092936,0.000539145,0.000330855,0.16227029,0.162420382,0.722318,0.721088409,,0.6595,1.2629,0.9104,1.5026,1.4000,1.7085,1.8982,4.0913,6.1124,1.5164,1.9150,1.3804,2.2785,2.1229,2.5906,2.8784,6.2038,9.2686,0.7918,0.5222,0.7209,1.1898,1.1086,1.3528,1.5031,3.2396,4.8400,1.0985,0.7244,1.3872,1.6506,1.5379,1.8767,2.0851,4.4941,6.7143,0.6655,0.4389,0.8405,0.6058,0.9317,1.1370,1.2633,2.7227,4.0678,0.7143,0.4710,0.9021,0.6503,1.0733,1.2203,1.3559,2.9223,4.3660,0.5853,0.3860,0.7392,0.5329,0.8795,0.8195,1.1111,2.3947,3.5777,0.5268,0.3474,0.6653,0.4796,0.7916,0.7375,0.9000,2.1553,3.2201,0.2444,0.1612,0.3087,0.2225,0.3673,0.3422,0.4176,0.4640,1.4940,0.1636,0.1079,0.2066,0.1489,0.2458,0.2290,0.2795,0.3106,0.6693,-0.2052,0.1162,-0.0469,0.2008,0.1667,0.2616,0.3099,0.6072,0.7188,0.3139,0.1598,0.3900,0.3596,0.4430,0.4843,0.7224,0.8052,-0.1622,0.0867,0.0515,0.1500,0.2010,0.5283,0.6575,0.2455,0.2119,0.3048,0.3517,0.6360,0.7407,-0.0354,0.0641,0.1163,0.4628,0.6054,0.0992,0.1511,0.4901,0.6273,0.0526,0.4108,0.5631,0.3661,0.5261,0.1981,,,B5/B8,0.2241,0.0502,? Very weak
4,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,26,11.62,0.033668021,0.047362398,0.02545492,0.035533104,0.025492915,0.027685817,0.022646177,0.022992522,0.008973292,0.00662869,0.0337,0.0474,0.0254,0.0355,0.0254,0.0276,0.0225,0.0231,0.0089,0.0066,0.000875404,0.001150919,0.000296428,0.000351434,0.165267367,0.166123779,0.681317534,0.681159437,,0.7109,1.3227,0.9475,1.3207,1.2161,1.4867,1.4643,3.7520,5.0791,1.4067,1.8606,1.3329,1.8579,1.7107,2.0914,2.0599,5.2782,7.1451,0.7561,0.5374,0.7164,0.9985,0.9194,1.1240,1.1071,2.8367,3.8401,1.0554,0.7502,1.3959,1.3938,1.2834,1.5691,1.5454,3.9599,5.3605,0.7572,0.5383,1.0015,0.7174,0.9208,1.1257,1.1087,2.8410,3.8458,0.8223,0.5846,1.0876,0.7792,1.0860,1.2225,1.2041,3.0854,4.1767,0.6726,0.4781,0.8897,0.6373,0.8883,0.8180,0.9849,2.5237,3.4164,0.6829,0.4855,0.9033,0.6471,0.9019,0.8305,1.0153,2.5623,3.4686,0.2665,0.1895,0.3525,0.2525,0.3520,0.3241,0.3962,0.3903,1.3537,0.1969,0.1400,0.2604,0.1865,0.2600,0.2394,0.2927,0.2883,0.7387,-0.1690,0.1389,-0.0270,0.1382,0.0975,0.1957,0.1884,0.5791,0.6710,0.3009,0.1427,0.3002,0.2622,0.3530,0.3464,0.6814,0.7545,-0.1652,-0.0007,-0.0420,0.0584,0.0508,0.4787,0.5868,0.1645,0.1241,0.2215,0.2143,0.5968,0.6856,-0.0412,0.0591,0.0516,0.4793,0.5873,0.1001,0.0926,0.5104,0.6137,-0.0076,0.4324,0.5471,0.4386,0.5524,0.1503,,,B5/B8A,0.1893,0.0358,? Very weak
5,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,30,12.31,0.034228768,0.048623,0.028079722,0.035317205,0.022164258,0.024925554,0.019094022,0.018509921,0.00910675,0.005254659,0.0341,0.0485,0.0282,0.0351,0.0224,0.025,0.0189,0.0184,0.0089,0.0054,0.000893737,0.000996488,0.000501653,0.000502051,0.114209013,0.114285714,0.684619234,0.689285696,,0.7040,1.2190,0.9692,1.5443,1.3732,1.7926,1.8492,3.7586,6.5140,1.4205,1.7316,1.3768,2.1938,1.9507,2.5465,2.6269,5.3392,9.2533,0.8204,0.5775,0.7951,1.2669,1.1265,1.4706,1.5170,3.0834,5.3438,1.0318,0.7263,1.2577,1.5934,1.4169,1.8496,1.9080,3.8781,6.7211,0.6475,0.4558,0.7893,0.6276,0.8892,1.1608,1.1974,2.4338,4.2180,0.7282,0.5126,0.8877,0.7058,1.1246,1.3054,1.3466,2.7370,4.7435,0.5578,0.3927,0.6800,0.5406,0.8615,0.7660,1.0316,2.0967,3.6337,0.5408,0.3807,0.6592,0.5241,0.8351,0.7426,0.9694,2.0325,3.5226,0.2661,0.1873,0.3243,0.2579,0.4109,0.3654,0.4769,0.4920,1.7331,0.1535,0.1081,0.1871,0.1488,0.2371,0.2108,0.2752,0.2839,0.5770,-0.1737,0.0987,-0.0157,0.2139,0.1573,0.2838,0.2981,0.5797,0.7338,0.2678,0.1585,0.3738,0.3222,0.4361,0.4486,0.6845,0.8049,-0.1142,0.1177,0.0595,0.1905,0.2054,0.5102,0.6847,0.2288,0.1725,0.2982,0.3122,0.5900,0.7410,-0.0586,0.0744,0.0898,0.4176,0.6167,0.1325,0.1477,0.4648,0.6518,0.0155,0.3541,0.5684,0.3405,0.5578,0.2682,,,B5/B11,0.1514,0.0229,? Very weak
6,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,27,19.77,0.034371757,0.051729295,0.027124368,0.038329492,0.026809349,0.030134222,0.024136131,0.024506106,0.010028902,0.006275674,0.0343,0.0516,0.0272,0.0383,0.0271,0.03,0.024,0.0247,0.0102,0.0063,0.000879955,0.000703392,0.000709624,0.000491659,0.171280681,0.167682927,0.675269556,0.671497583,,0.6645,1.2672,0.8967,1.2821,1.1406,1.4241,1.4026,3.4273,5.4770,1.5050,1.9071,1.3496,1.9295,1.7166,2.1432,2.1109,5.1580,8.2428,0.7891,0.5244,0.7077,1.0118,0.9001,1.1238,1.1068,2.7046,4.3221,1.1151,0.7410,1.4131,1.4297,1.2720,1.5881,1.5641,3.8219,6.1076,0.7800,0.5183,0.9884,0.6994,0.8897,1.1108,1.0940,2.6732,4.2719,0.8767,0.5825,1.1110,0.7862,1.1240,1.2485,1.2297,3.0047,4.8018,0.7022,0.4666,0.8898,0.6297,0.9003,0.8010,0.9849,2.4067,3.8460,0.7130,0.4737,0.9035,0.6394,0.9141,0.8132,1.0153,2.4435,3.9049,0.2918,0.1939,0.3697,0.2616,0.3741,0.3328,0.4155,0.4092,1.5981,0.1826,0.1213,0.2314,0.1637,0.2341,0.2083,0.2600,0.2561,0.6258,-0.2016,0.1179,-0.0544,0.1236,0.0657,0.1749,0.1676,0.5483,0.6912,0.3120,0.1488,0.3173,0.2638,0.3637,0.3571,0.6752,0.7836,-0.1712,0.0058,-0.0526,0.0583,0.0507,0.4601,0.6242,0.1769,0.1197,0.2272,0.2200,0.5852,0.7186,-0.0584,0.0525,0.0449,0.4555,0.6206,0.1105,0.1030,0.5006,0.6553,-0.0076,0.4129,0.5873,0.4192,0.5922,0.2302,,,B5/B12,0.1299,0.0169,? Very weak
7,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,27,14.12,0.034184575,0.046914498,0.025861825,0.036909179,0.024642189,0.027306175,0.02219833,0.020969277,0.008819747,0.005105137,0.034,0.0467,0.0259,0.0369,0.0245,0.0272,0.0222,0.0208,0.0088,0.005,0.001262382,0.001184896,0.000937425,0.000354551,0.176141386,0.173290938,0.683535347,0.681901276,,0.7287,1.3218,0.9262,1.3872,1.2519,1.5400,1.6302,3.8759,6.6961,1.3724,1.8140,1.2711,1.9038,1.7181,2.1134,2.2373,5.3193,9.1897,0.7565,0.5513,0.7007,1.0495,0.9471,1.1650,1.2333,2.9323,5.0658,1.0797,0.7867,1.4272,1.4978,1.3517,1.6627,1.7602,4.1848,7.2298,0.7209,0.5253,0.9528,0.6676,0.9024,1.1101,1.1752,2.7940,4.8269,0.7988,0.5820,1.0558,0.7398,1.1081,1.2301,1.3022,3.0960,5.3488,0.6494,0.4732,0.8583,0.6014,0.9008,0.8129,1.0586,2.5169,4.3482,0.6134,0.4470,0.8108,0.5681,0.8510,0.7679,0.9446,2.3775,4.1075,0.2580,0.1880,0.3410,0.2390,0.3579,0.3230,0.3973,0.4206,1.7276,0.1493,0.1088,0.1974,0.1383,0.2072,0.1870,0.2300,0.2435,0.5788,-0.1570,0.1386,-0.0383,0.1622,0.1119,0.2126,0.2396,0.5898,0.7401,0.2893,0.1194,0.3113,0.2642,0.3576,0.3822,0.6835,0.8037,-0.1760,0.0241,-0.0272,0.0762,0.1045,0.4914,0.6703,0.1993,0.1495,0.2489,0.2754,0.6143,0.7570,-0.0513,0.0522,0.0805,0.4728,0.6568,0.1032,0.1313,0.5117,0.6850,0.0285,0.4313,0.6260,0.4079,0.6084,0.2668,,,B6/B2,0.3181,0.1012,? Weak
